organization,labor_hours,status,licenses,date_created
Sandia National Laboratories (SNL),3359.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),0.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),37741.6,Production,['BSD-2-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),2690.4,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),3149576.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),42848.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),399334.4,Production,['GPL-3.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),493620.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8116.8,Production,['GPL-2.0'],2017-10-25
Sandia National Laboratories (SNL),2508.0,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),97432.0,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),4727.2,Production,['LGPL-2.1'],2017-10-25
Sandia National Laboratories (SNL),345070.4,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),95425.6,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),4298453.6,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),21872.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1915.2,Production,['GPL-2.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),577.6,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),684.0,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),12996.0,Production,['LGPL-2.1'],2017-10-25
Pacific Northwest National Laboratory (PNNL),243.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1337.6,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),380.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),204652.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2295.2,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),98252.8,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),16887.2,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),35552.8,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),29928.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),7098.4,Production,['MIT'],2017-10-25
Sandia National Laboratories (SNL),29336.0,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),5000.8,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),1352.8,Production,['Apache-2.0'],2017-10-25
Sandia National Laboratories (SNL),3739.2,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),2933.6,Production,['BSD-3-Clause'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),22708.8,Production,['BSD-3-Clause'],2017-10-25
Sandia National Laboratories (SNL),801480.8,Production,['GPL-3.0'],2017-10-25
Los Alamos National Laboratory (LANL),130020.8,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),4347.2,Production,['LGPL-2.1'],2017-10-25
Los Alamos National Laboratory (LANL),334.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),744.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),6110.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),1019479.2,Production,['Other'],2017-10-25
Contractor (CONTR),31053.6,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),67214.4,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),12205.6,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),993016.0,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),972.8,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),1535.2,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),6733.6,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),23119.2,Production,['BSD-2-Clause'],2017-10-25
National Renewable Energy Laboratory (NREL),106.4,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),12935.2,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),27861.6,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),7448.0,Production,['GPL-3.0'],2017-10-25
National Renewable Energy Laboratory (NREL),1003.2,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),2173.6,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),319.2,Production,['BSD-3-Clause'],2017-10-25
National Renewable Energy Laboratory (NREL),1884.8,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),16963.2,Production,['GPL-3.0'],2017-10-25
National Renewable Energy Laboratory (NREL),229778.4,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),2340.8,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),3070.4,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),2219.2,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),15960.0,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),75118.4,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),3587.2,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),1884.8,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),2295.2,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),0.0,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),15.2,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),699.2,Production,['Apache-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),15.2,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),15625.6,Production,['GPL-3.0'],2017-10-25
Sandia National Laboratories (SNL),64037.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),3708.8,Production,['GPL-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),64919.2,Production,['Apache-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),2076198.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),56376.8,Production,['MIT'],2017-10-25
Pacific Northwest National Laboratory (PNNL),136.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),714.4,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),2325.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),7174.4,Production,['Other'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),334.4,Production,['Apache-2.0'],2017-10-25
Lawrence Livermore National Laboratory (LLNL),3298.4,Production,['LGPL-2.1'],2017-10-25
Los Alamos National Laboratory (LANL),1185.6,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),456.0,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),4456883.2,Production,['LGPL-3.0'],2017-10-25
National Renewable Energy Laboratory (NREL),167.2,Production,['BSD-2-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),1048.8,Production,['BSD-3-Clause'],2017-10-25
National Renewable Energy Laboratory (NREL),64736.8,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),684.0,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),9469.6,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),12783.2,Production,['MIT'],2017-10-25
Oak Ridge National Laboratory (ORNL),5456.8,Production,['GPL-2.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),19121.6,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),729.6,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),198785.6,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),1428.8,Production,['MIT'],2017-10-25
Oak Ridge National Laboratory (ORNL),2462.4,Production,['MIT'],2017-10-25
Sandia National Laboratories (SNL),2280.0,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),10700.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),1960.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),15.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),150434.4,Production,['GPL-3.0'],2017-10-25
Los Alamos National Laboratory (LANL),31661.6,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),8344830.4,Production,['Other'],2017-10-25
Sandia National Laboratories (SNL),228410.4,Production,['GPL-3.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),0.0,Production,['BSD-2-Clause'],2017-10-25
Contractor (CONTR),262975.2,Production,['MIT'],2017-10-25
Los Alamos National Laboratory (LANL),8299.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),4438.4,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),0.0,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),425.6,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),0.0,Production,['Other'],2017-10-25
Contractor (CONTR),158824.8,Production,['Apache-2.0'],2017-10-25
Contractor (CONTR),158824.8,Production,['Apache-2.0'],2017-10-25
Brookhaven National Laboratory (BNL),18559.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),440.8,Production,['MIT'],2017-10-25
Pacific Northwest National Laboratory (PNNL),10016.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),1094.4,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),182.4,Production,['GPL-3.0'],2017-10-25
Los Alamos National Laboratory (LANL),12281858.4,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),0.0,Production,['Apache-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),60.8,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),205640.8,Production,['MIT'],2017-10-25
National Renewable Energy Laboratory (NREL),896.8,Production,['MIT'],2017-10-25
Los Alamos National Laboratory (LANL),5532.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),1945.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),10442.4,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),121.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),4286.4,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),15.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),194301.6,Production,['BSD-2-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),0.0,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),2675.2,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),204652.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),1398.4,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),1124.8,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),243.2,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),8268.8,Production,['LGPL-3.0'],2017-10-25
Oak Ridge National Laboratory (ORNL),0.0,Production,['MIT'],2017-10-25
Los Alamos National Laboratory (LANL),0.0,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),471.2,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),699.2,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),106.4,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),454860.0,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),15.2,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),23332.0,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),334.4,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),136.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),73157.6,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),21675.2,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),6406374.4,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),1155.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),81259.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),380.0,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),6505.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),13710.4,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),120764.0,Production,['BSD-3-Clause'],2017-10-25
Pacific Northwest National Laboratory (PNNL),3906.4,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),99727.2,Production,['Apache-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),164707.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),46892.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),364.8,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),33987.2,Production,['Other'],2017-10-25
Office of Scientific and Technical Information (OSTI),7083.2,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),17829.6,Production,['BSD-2-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),173325.6,Production,['GPL-3.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),9910.4,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),106.4,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),159311.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),265848.0,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),576718.4,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),395.2,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),2188.8,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),55753.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),6566.4,Production,['GPL-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),16841.6,Production,['BSD-3-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),2629.6,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),304.0,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),0.0,Production,['Apache-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),155587.2,Production,['GPL-3.0'],2017-10-25
Idaho National Laboratory (INL),26615.2,Production,['Apache-2.0'],2017-10-25
Pacific Northwest National Laboratory (PNNL),1656.8,Production,['BSD-2-Clause'],2017-10-25
National Renewable Energy Laboratory (NREL),3146.4,Production,['Apache-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),13269.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),4879.2,Production,['Apache-2.0'],2017-10-25
Los Alamos National Laboratory (LANL),51938.4,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),635147.2,Production,['BSD-2-Clause'],2017-10-25
Los Alamos National Laboratory (LANL),10001.6,Production,['BSD-3-Clause'],2017-10-25
Oak Ridge National Laboratory (ORNL),109880.8,Production,['Other'],2017-10-25
Oak Ridge National Laboratory (ORNL),1383.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),19136.8,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),21705.6,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),6566.4,Production,['GPL-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),425.6,Production,['MIT'],2017-10-25
National Renewable Energy Laboratory (NREL),49506.4,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),3435.2,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),258.4,Production,['BSD-2-Clause'],2017-10-25
Pacific Northwest National Laboratory (PNNL),714.4,Production,['BSD-2-Clause'],2017-10-25
Pacific Northwest National Laboratory (PNNL),3632.8,Production,['Other'],2017-10-25
Lawrence Berkeley National Laboratory (LBNL),4332.0,Production,['Other'],2017-10-25
Los Alamos National Laboratory (LANL),3222.4,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),1003.2,Production,['MIT'],2017-10-25
National Renewable Energy Laboratory (NREL),988.0,Production,['Other'],2017-10-25
National Renewable Energy Laboratory (NREL),988.0,Production,['Other'],2017-10-25
Pacific Northwest National Laboratory (PNNL),304.0,Production,['GPL-2.0'],2017-10-25
National Renewable Energy Laboratory (NREL),0.0,Production,['BSD-3-Clause'],2017-10-25
National Renewable Energy Laboratory (NREL),81031.2,Production,['Other'],2017-10-25
